"word","decade","decade_count","decade_total","per_mil"
"mitä",1980,14,3645975,3.84
"mitt",1980,52,3645975,14.26
"mix",1980,180,3645975,49.37
"mm",1980,97,3645975,26.6
"mmm",1980,214,3645975,58.69
"mmmm",1980,30,3645975,8.23
"mnie",1980,7,3645975,1.92
"mo",1980,148,3645975,40.59
"moan",1980,103,3645975,28.25
"mock",1980,41,3645975,11.25
"model",1980,67,3645975,18.38
"modern",1980,183,3645975,50.19
"modo",1980,20,3645975,5.49
"moi",1980,656,3645975,179.92
"moins",1980,58,3645975,15.91
"mold",1980,44,3645975,12.07
"molly",1980,85,3645975,23.31
"mom",1980,122,3645975,33.46
"moment",1980,749,3645975,205.43
"momento",1980,120,3645975,32.91
"momma",1980,168,3645975,46.08
"mommy",1980,71,3645975,19.47
"mon",1980,777,3645975,213.11
"monde",1980,191,3645975,52.39
"monday",1980,143,3645975,39.22
"mondo",1980,95,3645975,26.06
"money",1980,1608,3645975,441.03
"monkey",1980,282,3645975,77.35
"monster",1980,113,3645975,30.99
"monte",1980,57,3645975,15.63
"months",1980,139,3645975,38.12
"mood",1980,148,3645975,40.59
"moon",1980,1293,3645975,354.64
"moonlight",1980,297,3645975,81.46
"moral",1980,156,3645975,42.79
"more",1980,5890,3645975,1615.48
"morena",1980,26,3645975,7.13
"morgen",1980,64,3645975,17.55
"morir",1980,58,3645975,15.91
"morning",1980,1517,3645975,416.08
"mornin",1980,228,3645975,62.53
"mort",1980,169,3645975,46.35
"mortal",1980,93,3645975,25.51
"most",1980,578,3645975,158.53
"mots",1980,192,3645975,52.66
"mother",1980,897,3645975,246.02
"motherfucker",1980,98,3645975,26.88
"motherfuckin",1980,25,3645975,6.86
"motion",1980,239,3645975,65.55
"motivation",1980,59,3645975,16.18
"motivo",1980,26,3645975,7.13
"motor",1980,93,3645975,25.51
"mountain",1980,546,3645975,149.75
"mourning",1980,58,3645975,15.91
"mouse",1980,51,3645975,13.99
"mouth",1980,519,3645975,142.35
"move",1980,2457,3645975,673.89
"movement",1980,119,3645975,32.64
"movie",1980,296,3645975,81.19
"movin",1980,270,3645975,74.05
"mr",1980,360,3645975,98.74
"mua",1980,14,3645975,3.84
"much",1980,3065,3645975,840.65
"muchas",1980,48,3645975,13.17
"mucho",1980,127,3645975,34.83
"mud",1980,68,3645975,18.65
"muere",1980,18,3645975,4.94
"muero",1980,23,3645975,6.31
"muerte",1980,47,3645975,12.89
"muerto",1980,26,3645975,7.13
"mueve",1980,24,3645975,6.58
"muito",1980,46,3645975,12.62
"mujer",1980,166,3645975,45.53
"mulher",1980,28,3645975,7.68
"mun",1980,23,3645975,6.31
"mundo",1980,243,3645975,66.65
"murder",1980,257,3645975,70.49
"muscle",1980,114,3645975,31.27
"music",1980,1875,3645975,514.27
"musica",1980,45,3645975,12.34
"música",1980,29,3645975,7.95
"musique",1980,34,3645975,9.33
"muss",1980,30,3645975,8.23
"must",1980,2277,3645975,624.52
"mut",1980,42,3645975,11.52
"mutilation",1980,20,3645975,5.49
"mutta",1980,18,3645975,4.94
"muy",1980,206,3645975,56.5
"my",1980,41320,3645975,11333.05
"myself",1980,1408,3645975,386.18
"mystery",1980,329,3645975,90.24
"mystic",1980,80,3645975,21.94
"n",1980,766,3645975,210.09
"na",1980,2025,3645975,555.41
"naar",1980,84,3645975,23.04
"nach",1980,114,3645975,31.27
"nacht",1980,217,3645975,59.52
"nada",1980,407,3645975,111.63
"nadie",1980,208,3645975,57.05
"nah",1980,94,3645975,25.78
"nai",1980,48,3645975,13.17
"nails",1980,180,3645975,49.37
"naive",1980,29,3645975,7.95
"naked",1980,190,3645975,52.11
"name",1980,2133,3645975,585.03
"nana",1980,24,3645975,6.58
"nao",1980,16,3645975,4.39
"não",1980,659,3645975,180.75
"når",1980,7,3645975,1.92
"när",1980,78,3645975,21.39
"narrow",1980,54,3645975,14.81
"nas",1980,96,3645975,26.33
"nasty",1980,117,3645975,32.09
"nation",1980,337,3645975,92.43
"nature",1980,457,3645975,125.34
"naughty",1980,55,3645975,15.09
"ne",1980,1049,3645975,287.71
"near",1980,822,3645975,225.45
"neat",1980,48,3645975,13.17
"necesito",1980,74,3645975,20.3
"neck",1980,191,3645975,52.39
"need",1980,7164,3645975,1964.91
"needle",1980,129,3645975,35.38
"negative",1980,20,3645975,5.49
"negra",1980,44,3645975,12.07
"negro",1980,67,3645975,18.38
"nei",1980,59,3645975,16.18
"neighbors",1980,94,3645975,25.78
"neighborhood",1980,82,3645975,22.49
"nein",1980,57,3645975,15.63
"neither",1980,68,3645975,18.65
"nel",1980,178,3645975,48.82
"nella",1980,72,3645975,19.75
"nem",1980,119,3645975,32.64
"nen",1980,30,3645975,8.23
"nena",1980,51,3645975,13.99
"neon",1980,176,3645975,48.27
"ner",1980,32,3645975,8.78
"nerve",1980,122,3645975,33.46
"nervous",1980,172,3645975,47.18
"ness",1980,23,3645975,6.31
"nessuno",1980,33,3645975,9.05
"nest",1980,161,3645975,44.16
"net",1980,61,3645975,16.73
"neue",1980,18,3645975,4.94
"never",1980,10172,3645975,2789.93
"new",1980,2689,3645975,737.53
"news",1980,458,3645975,125.62
"next",1980,917,3645975,251.51
"ni",1980,478,3645975,131.1
"nice",1980,694,3645975,190.35
"nicht",1980,742,3645975,203.51
"nickel",1980,75,3645975,20.57
"nie",1980,143,3645975,39.22
"niemals",1980,33,3645975,9.05
"niemand",1980,62,3645975,17.01
"niente",1980,119,3645975,32.64
"niet",1980,133,3645975,36.48
"nigga",1980,457,3645975,125.34
"niggaz",1980,113,3645975,30.99
"night",1980,8548,3645975,2344.5
"nightmare",1980,238,3645975,65.28
"niin",1980,34,3645975,9.33
"niña",1980,30,3645975,8.23
"nine",1980,265,3645975,72.68
"ninguém",1980,48,3645975,13.17
"niño",1980,53,3645975,14.54
"no",1980,23314,3645975,6394.45
"nobody",1980,1577,3645975,432.53
"noch",1980,627,3645975,171.97
"noel",1980,35,3645975,9.6
"nog",1980,65,3645975,17.83
"noi",1980,213,3645975,58.42
"noir",1980,88,3645975,24.14
"noise",1980,264,3645975,72.41
"noite",1980,63,3645975,17.28
"nom",1980,84,3645975,23.04
"nombre",1980,52,3645975,14.26
"nome",1980,34,3645975,9.33
"non",1980,1375,3645975,377.13
"none",1980,223,3645975,61.16
"nooit",1980,32,3645975,8.78
"noone",1980,247,3645975,67.75
"noose",1980,42,3645975,11.52
"nor",1980,106,3645975,29.07
"normal",1980,83,3645975,22.76
"north",1980,199,3645975,54.58
"northern",1980,44,3645975,12.07
"nos",1980,393,3645975,107.79
"nós",1980,41,3645975,11.25
"nose",1980,170,3645975,46.63
"nosotros",1980,25,3645975,6.86
"nossa",1980,18,3645975,4.94
"nosso",1980,28,3645975,7.68
"dont",1980,55060,3645975,15101.58
"note",1980,228,3645975,62.53
"nothing",1980,3389,3645975,929.52
"nothin",1980,762,3645975,209
"notice",1980,162,3645975,44.43
"notion",1980,51,3645975,13.99
"notre",1980,81,3645975,22.22
"notte",1980,135,3645975,37.03
"nous",1980,415,3645975,113.82
"now",1980,14149,3645975,3880.72
"nowhere",1980,580,3645975,159.08
"nu",1980,105,3645975,28.8
"nubes",1980,22,3645975,6.03
"nuclear",1980,84,3645975,23.04
"nuestra",1980,56,3645975,15.36
"nuestro",1980,93,3645975,25.51
"nueva",1980,32,3645975,8.78
"nuevo",1980,71,3645975,19.47
"nuh",1980,33,3645975,9.05
"nuit",1980,226,3645975,61.99
"num",1980,46,3645975,12.62
"numb",1980,71,3645975,19.47
"number",1980,667,3645975,182.94
"nun",1980,92,3645975,25.23
"nunca",1980,285,3645975,78.17
"nur",1980,345,3645975,94.62
"nurse",1980,31,3645975,8.5
"nuts",1980,49,3645975,13.44
"ny",1980,41,3645975,11.25
"nyt",1980,48,3645975,13.17
"o",1980,2014,3645975,552.39
"ô",1980,38,3645975,10.42
"ob",1980,58,3645975,15.91
"obey",1980,88,3645975,24.14
"object",1980,58,3645975,15.91
"oblivion",1980,22,3645975,6.03
"obscene",1980,51,3645975,13.99
"obscure",1980,26,3645975,7.13
"observe",1980,22,3645975,6.03
"obsession",1980,98,3645975,26.88
"obvious",1980,53,3645975,14.54
"occhi",1980,90,3645975,24.68
"ocean",1980,448,3645975,122.88
"och",1980,441,3645975,120.96
"oclock",1980,118,3645975,32.36
"od",1980,34,3645975,9.33
"odds",1980,92,3645975,25.23
"oder",1980,92,3645975,25.23
"odio",1980,28,3645975,7.68
"oer",1980,35,3645975,9.6
"of",1980,41145,3645975,11285.05
"off",1980,2403,3645975,659.08
"offer",1980,208,3645975,57.05
"office",1980,85,3645975,23.31
"oft",1980,25,3645975,6.86
"often",1980,134,3645975,36.75
"og",1980,109,3645975,29.9
"ogni",1980,69,3645975,18.92
"oh",1980,15618,3645975,4283.63
"ohh",1980,355,3645975,97.37
"ohhh",1980,119,3645975,32.64
"ohhhh",1980,33,3645975,9.05
"ohne",1980,66,3645975,18.1
"ohoh",1980,60,3645975,16.46
"oi",1980,22,3645975,6.03
"oil",1980,86,3645975,23.59
"ojos",1980,132,3645975,36.2
"ok",1980,206,3645975,56.5
"okay",1980,289,3645975,79.27
"ol",1980,121,3645975,33.19
"old",1980,2664,3645975,730.67
"older",1980,199,3645975,54.58
"ole",1980,107,3645975,29.35
"olen",1980,33,3645975,9.05
"olhar",1980,23,3645975,6.31
"olhos",1980,67,3645975,18.38
"oli",1980,23,3645975,6.31
"olla",1980,19,3645975,5.21
"olvides",1980,25,3645975,6.86
"olvida",1980,10,3645975,2.74
"olvidar",1980,39,3645975,10.7
"olvidarte",1980,17,3645975,4.66
"olvido",1980,21,3645975,5.76
"om",1980,167,3645975,45.8
"on",1980,32174,3645975,8824.53
"once",1980,1630,3645975,447.07
"onde",1980,76,3645975,20.84
"one",1980,12686,3645975,3479.45
"only",1980,5326,3645975,1460.79
"ont",1980,97,3645975,26.6
"onto",1980,89,3645975,24.41
"oo",1980,198,3645975,54.31
"ooh",1980,2911,3645975,798.41
"oon",1980,17,3645975,4.66
"ooo",1980,345,3645975,94.62
"oooh",1980,289,3645975,79.27
"oooo",1980,95,3645975,26.06
"ooooh",1980,94,3645975,25.78
"op",1980,106,3645975,29.07
"open",1980,1546,3645975,424.03
"operator",1980,127,3645975,34.83
"opinion",1980,57,3645975,15.63
"opportunity",1980,39,3645975,10.7
"opposite",1980,46,3645975,12.62
"oppression",1980,61,3645975,16.73
"or",1980,5268,3645975,1444.88
"ora",1980,78,3645975,21.39
"orange",1980,70,3645975,19.2
"order",1980,210,3645975,57.6
"ordinary",1980,119,3645975,32.64
"organ",1980,68,3645975,18.65
"original",1980,112,3645975,30.72
"orleans",1980,165,3645975,45.26
"ormai",1980,41,3645975,11.25
"os",1980,180,3645975,49.37
"oscuridad",1980,34,3645975,9.33
"oss",1980,24,3645975,6.58
"other",1980,2103,3645975,576.8
"otra",1980,197,3645975,54.03
"otro",1980,117,3645975,32.09
"ou",1980,369,3645975,101.21
"où",1980,202,3645975,55.4
"ought",1980,124,3645975,34.01
"oughta",1980,79,3645975,21.67
"oui",1980,148,3645975,40.59
"our",1980,5167,3645975,1417.18
"ourselves",1980,150,3645975,41.14
"out",1980,12860,3645975,3527.18
"outer",1980,46,3645975,12.62
"outra",1980,37,3645975,10.15
"outro",1980,36,3645975,9.87
"outside",1980,603,3645975,165.39
"outta",1980,183,3645975,50.19
"over",1980,4306,3645975,1181.03
"overcome",1980,48,3645975,13.17
"overflow",1980,30,3645975,8.23
"overwhelmed",1980,26,3645975,7.13
"ow",1980,166,3645975,45.53
"owe",1980,101,3645975,27.7
"own",1980,1923,3645975,527.43
"oye",1980,34,3645975,9.33
"p",1980,119,3645975,32.64
"pa",1980,282,3645975,77.35
"på",1980,232,3645975,63.63
"pace",1980,134,3645975,36.75
"pack",1980,371,3645975,101.76
"padre",1980,57,3645975,15.63
"page",1980,262,3645975,71.86
"paid",1980,241,3645975,66.1
"pain",1980,1748,3645975,479.43
"paint",1980,405,3645975,111.08
"pair",1980,147,3645975,40.32
"pal",1980,34,3645975,9.33
"palabras",1980,92,3645975,25.23
"palace",1980,35,3645975,9.6
"pale",1980,149,3645975,40.87
"palm",1980,91,3645975,24.96
"pan",1980,60,3645975,16.46
"pane",1980,55,3645975,15.09
"panic",1980,59,3645975,16.18
"pants",1980,108,3645975,29.62
"papa",1980,158,3645975,43.34
"papel",1980,26,3645975,7.13
"paper",1980,352,3645975,96.54
"par",1980,278,3645975,76.25
"para",1980,770,3645975,211.19
"parade",1980,126,3645975,34.56
"paradise",1980,354,3645975,97.09
"paralyzed",1980,35,3645975,9.6
"paranoia",1980,28,3645975,7.68
"parar",1980,57,3645975,15.63
"parasite",1980,16,3645975,4.39
"parce",1980,39,3645975,10.7
"pardon",1980,53,3645975,14.54
"pare",1980,41,3645975,11.25
"parece",1980,49,3645975,13.44
"parents",1980,148,3645975,40.59
"paris",1980,108,3645975,29.62
"park",1980,257,3645975,70.49
"parle",1980,74,3645975,20.3
"parole",1980,75,3645975,20.57
"part",1980,1112,3645975,304.99
"party",1980,902,3645975,247.4
"partir",1980,85,3645975,23.31
"partner",1980,94,3645975,25.78
"pas",1980,1450,3645975,397.7
"pasa",1980,63,3645975,17.28
"pasado",1980,24,3645975,6.58
"pasar",1980,52,3645975,14.26
"pasion",1980,11,3645975,3.02
"pasión",1980,23,3645975,6.31
"paso",1980,88,3645975,24.14
"pass",1980,1168,3645975,320.35
"passa",1980,59,3645975,16.18
"passage",1980,38,3645975,10.42
"passé",1980,48,3645975,13.17
"passer",1980,51,3645975,13.99
"passion",1980,360,3645975,98.74
"passo",1980,30,3645975,8.23
"past",1980,857,3645975,235.05
"path",1980,230,3645975,63.08
"pathetic",1980,20,3645975,5.49
"patience",1980,36,3645975,9.87
"patiently",1980,72,3645975,19.75
"patterns",1980,53,3645975,14.54
"paul",1980,105,3645975,28.8
"paura",1980,81,3645975,22.22
"pause",1980,55,3645975,15.09
"paved",1980,51,3645975,13.99
"pavement",1980,49,3645975,13.44
"pawn",1980,62,3645975,17.01
"pay",1980,1052,3645975,288.54
"paz",1980,71,3645975,19.47
"pe",1980,19,3645975,5.21
"peace",1980,841,3645975,230.67
"peak",1980,84,3645975,23.04
"pearls",1980,152,3645975,41.69
"peau",1980,43,3645975,11.79
"pecho",1980,29,3645975,7.95
"pedir",1980,14,3645975,3.84
"peel",1980,53,3645975,14.54
"peep",1980,72,3645975,19.75
"peine",1980,53,3645975,14.54
"pela",1980,54,3645975,14.81
"pelo",1980,79,3645975,21.67
"pen",1980,86,3645975,23.59
"pena",1980,67,3645975,18.38
"penetrate",1980,36,3645975,9.87
"penny",1980,106,3645975,29.07
"pense",1980,60,3645975,16.46
"pensamiento",1980,21,3645975,5.76
"pensando",1980,59,3645975,16.18
"pensar",1980,88,3645975,24.14
"penso",1980,37,3645975,10.15
"people",1980,3404,3645975,933.63
"per",1980,530,3645975,145.37
"perche",1980,46,3645975,12.62
"perché",1980,76,3645975,20.84
"perchè",1980,26,3645975,7.13
"perd",1980,26,3645975,7.13
"perder",1980,77,3645975,21.12
"perdida",1980,21,3645975,5.76
"perdido",1980,52,3645975,14.26
"perdu",1980,57,3645975,15.63
"perfect",1980,603,3645975,165.39
"perform",1980,67,3645975,18.38
"perfume",1980,90,3645975,24.68
"perhaps",1980,80,3645975,21.94
"permanent",1980,37,3645975,10.15
"pero",1980,415,3645975,113.82
"perro",1980,20,3645975,5.49
"person",1980,253,3645975,69.39
"personne",1980,79,3645975,21.67
"pet",1980,61,3645975,16.73
"peter",1980,63,3645975,17.28
"petit",1980,242,3645975,66.37
"peu",1980,187,3645975,51.29
"peur",1980,104,3645975,28.52
"peut",1980,93,3645975,25.51
"peux",1980,101,3645975,27.7
"phantom",1980,71,3645975,19.47
"phase",1980,57,3645975,15.63
"phone",1980,471,3645975,129.18
"photo",1980,55,3645975,15.09
"photograph",1980,107,3645975,29.35
"phrase",1980,34,3645975,9.33
"physical",1980,81,3645975,22.22
"pieds",1980,116,3645975,31.82
"piano",1980,138,3645975,37.85
"pick",1980,650,3645975,178.28
"picture",1980,533,3645975,146.19
"pide",1980,38,3645975,10.42
"pido",1980,40,3645975,10.97
"pie",1980,229,3645975,62.81
"piece",1980,562,3645975,154.14
"piedra",1980,16,3645975,4.39
"piel",1980,105,3645975,28.8
"piensa",1980,30,3645975,8.23
"pienso",1980,39,3645975,10.7
"pierce",1980,41,3645975,11.25
"pierdo",1980,19,3645975,5.21
"pig",1980,100,3645975,27.43
"pile",1980,73,3645975,20.02
"pills",1980,115,3645975,31.54
"pillow",1980,147,3645975,40.32
"pimp",1980,39,3645975,10.7
"pin",1980,122,3645975,33.46
"pine",1980,79,3645975,21.67
"pink",1980,88,3645975,24.14
"pipe",1980,55,3645975,15.09
"piss",1980,95,3645975,26.06
"pistol",1980,65,3645975,17.83
"pit",1980,54,3645975,14.81
"pitch",1980,40,3645975,10.97
"pity",1980,165,3645975,45.26
"piu",1980,47,3645975,12.89
"più",1980,322,3645975,88.32
"place",1980,2976,3645975,816.24
"placer",1980,33,3645975,9.05
"plague",1980,60,3645975,16.46
"plain",1980,295,3645975,80.91
"plan",1980,633,3645975,173.62
"plane",1980,219,3645975,60.07
"planet",1980,213,3645975,58.42
"plant",1980,121,3645975,33.19
"plastic",1980,140,3645975,38.4
"plate",1980,70,3645975,19.2
"play",1980,3474,3645975,952.83
"playa",1980,70,3645975,19.2
"player",1980,78,3645975,21.39
"playin",1980,233,3645975,63.91
"plea",1980,51,3645975,13.99
"plead",1980,76,3645975,20.84
"please",1980,2475,3645975,678.83
"pleasure",1980,357,3645975,97.92
"pledge",1980,34,3645975,9.33
"plein",1980,68,3645975,18.65
"plenty",1980,99,3645975,27.15
"pleure",1980,80,3645975,21.94
"plot",1980,64,3645975,17.55
"plug",1980,52,3645975,14.26
"pluie",1980,59,3645975,16.18
"plus",1980,766,3645975,210.09
"po",1980,121,3645975,33.19
"pobre",1980,88,3645975,24.14
"pocket",1980,198,3645975,54.31
"poco",1980,173,3645975,47.45
"pode",1980,61,3645975,16.73
"poder",1980,91,3645975,24.96
"poet",1980,70,3645975,19.2
"poetry",1980,30,3645975,8.23
"poi",1980,192,3645975,52.66
"point",1980,609,3645975,167.03
"poison",1980,271,3645975,74.33
"pole",1980,56,3645975,15.36
"police",1980,293,3645975,80.36
"politics",1980,119,3645975,32.64
"politicians",1980,59,3645975,16.18
"pollution",1980,37,3645975,10.15
"pon",1980,48,3645975,13.17
"pone",1980,29,3645975,7.95
"pony",1980,50,3645975,13.71
"pool",1980,140,3645975,38.4
"poor",1980,641,3645975,175.81
"pop",1980,291,3645975,79.81
"por",1980,1411,3645975,387
"porch",1980,33,3645975,9.05
"porque",1980,375,3645975,102.85
"porte",1980,108,3645975,29.62
"porta",1980,45,3645975,12.34
"pose",1980,63,3645975,17.28
"position",1980,152,3645975,41.69
"possess",1980,161,3645975,44.16
"possible",1980,77,3645975,21.12
"posso",1980,40,3645975,10.97
"post",1980,77,3645975,21.12
"pot",1980,81,3645975,22.22
"pouco",1980,32,3645975,8.78
"pound",1980,205,3645975,56.23
"pour",1980,1075,3645975,294.85
"pourquoi",1980,98,3645975,26.88
"pourtant",1980,50,3645975,13.71
"powder",1980,52,3645975,14.26
"power",1980,1259,3645975,345.31
"pra",1980,312,3645975,85.57
"practice",1980,62,3645975,17.01
"praise",1980,255,3645975,69.94
"pray",1980,768,3645975,210.64
"prayer",1980,324,3645975,88.87
"preach",1980,71,3645975,19.47
"preacher",1980,134,3645975,36.75
"precious",1980,258,3645975,70.76
"preciso",1980,22,3645975,6.03
"predict",1980,34,3645975,9.33
"prefer",1980,53,3645975,14.54
"premier",1980,56,3645975,15.36
"prends",1980,98,3645975,26.88
"prendre",1980,39,3645975,10.7
"prepared",1980,154,3645975,42.24
"près",1980,47,3645975,12.89
"presence",1980,59,3645975,16.18
"present",1980,168,3645975,46.08
"president",1980,106,3645975,29.07
"press",1980,159,3645975,43.61
"pressure",1980,241,3645975,66.1
"pretend",1980,470,3645975,128.91
"pretty",1980,1141,3645975,312.95
"prevail",1980,46,3645975,12.62
"prey",1980,81,3645975,22.22
"price",1980,433,3645975,118.76
"pride",1980,508,3645975,139.33
"priest",1980,116,3645975,31.82
"prima",1980,66,3645975,18.1
"primavera",1980,20,3645975,5.49
"prime",1980,107,3645975,29.35
"primera",1980,20,3645975,5.49
"prince",1980,107,3645975,29.35
"princess",1980,93,3645975,25.51
"print",1980,47,3645975,12.89
"prison",1980,273,3645975,74.88
"private",1980,147,3645975,40.32
"prize",1980,121,3645975,33.19
"pro",1980,86,3645975,23.59
"probably",1980,129,3645975,35.38
"problem",1980,387,3645975,106.14
"problema",1980,34,3645975,9.33
"process",1980,29,3645975,7.95
"proclaim",1980,18,3645975,4.94
"produced",1980,55,3645975,15.09
"product",1980,76,3645975,20.84
"profit",1980,28,3645975,7.68
"program",1980,57,3645975,15.63
"progress",1980,43,3645975,11.79
"projects",1980,38,3645975,10.42
"promise",1980,863,3645975,236.7
"pronto",1980,49,3645975,13.44
"proof",1980,77,3645975,21.12
"proper",1980,32,3645975,8.78
"prophecy",1980,34,3645975,9.33
"prophet",1980,78,3645975,21.39
"protect",1980,203,3645975,55.68
"proud",1980,370,3645975,101.48
"prove",1980,309,3645975,84.75
"provide",1980,52,3645975,14.26
"psycho",1980,28,3645975,7.68
"pu",1980,32,3645975,8.78
"public",1980,99,3645975,27.15
"pude",1980,25,3645975,6.86
"pudiera",1980,7,3645975,1.92
"pues",1980,51,3645975,13.99
"pueblo",1980,59,3645975,16.18
"puede",1980,199,3645975,54.58
"pueda",1980,34,3645975,9.33
"pueden",1980,25,3645975,6.86
"puedo",1980,211,3645975,57.87
"puerta",1980,78,3645975,21.39
"puis",1980,107,3645975,29.35
"pull",1980,899,3645975,246.57
"pulse",1980,74,3645975,20.3
"pum",1980,147,3645975,40.32
"pump",1980,203,3645975,55.68
"punch",1980,116,3645975,31.82
"punishment",1980,63,3645975,17.28
"punk",1980,246,3645975,67.47
"punto",1980,42,3645975,11.52
"può",1980,55,3645975,15.09
"puoi",1980,54,3645975,14.81
"puppet",1980,32,3645975,8.78
"pure",1980,272,3645975,74.6
"puro",1980,19,3645975,5.21
"purple",1980,71,3645975,19.47
"purpose",1980,48,3645975,13.17
"push",1980,617,3645975,169.23
"pushin",1980,60,3645975,16.46
"pussy",1980,53,3645975,14.54
"put",1980,2485,3645975,681.57
"puttin",1980,72,3645975,19.75
"puzzle",1980,40,3645975,10.97
"q",1980,51,3645975,13.99
"qu",1980,33,3645975,9.05
"qua",1980,44,3645975,12.07
"qual",1980,23,3645975,6.31
"qualquer",1980,29,3645975,7.95
"quand",1980,471,3645975,129.18
"quando",1980,324,3645975,88.87
"quanto",1980,33,3645975,9.05
"quarter",1980,104,3645975,28.52
"que",1980,7370,3645975,2021.41
"qué",1980,218,3645975,59.79
"quede",1980,15,3645975,4.11
"queda",1980,85,3645975,23.31
"quedan",1980,14,3645975,3.84
"quedo",1980,55,3645975,15.09
"queen",1980,422,3645975,115.74
"quel",1980,92,3645975,25.23
"quelle",1980,127,3645975,34.83
"quella",1980,32,3645975,8.78
"quello",1980,67,3645975,18.38
"quelques",1980,71,3645975,19.47
"quem",1980,128,3645975,35.11
"quer",1980,53,3645975,14.54
"querer",1980,76,3645975,20.84
"quererte",1980,39,3645975,10.7
"queria",1980,39,3645975,10.7
"quero",1980,178,3645975,48.82
"quest",1980,79,3645975,21.67
"questa",1980,136,3645975,37.3
"question",1980,556,3645975,152.5
"questo",1980,92,3645975,25.23
"qui",1980,1388,3645975,380.69
"quick",1980,316,3645975,86.67
"quien",1980,150,3645975,41.14
"quién",1980,39,3645975,10.7
"quieres",1980,185,3645975,50.74
"quiera",1980,70,3645975,19.2
"quieren",1980,29,3645975,7.95
"quiero",1980,587,3645975,161
"quiet",1980,279,3645975,76.52
"quil",1980,199,3645975,54.58
"quise",1980,40,3645975,10.97
"quisiera",1980,52,3645975,14.26
"quite",1980,596,3645975,163.47
"quizás",1980,27,3645975,7.41
"quoi",1980,71,3645975,19.47
"quon",1980,233,3645975,63.91
"quun",1980,157,3645975,43.06
"r",1980,135,3645975,37.03
"ra",1980,58,3645975,15.91
"rabbit",1980,72,3645975,19.75
"race",1980,472,3645975,129.46
"radiation",1980,52,3645975,14.26
"radio",1980,626,3645975,171.7
"rag",1980,132,3645975,36.2
"rage",1980,329,3645975,90.24
"rail",1980,71,3645975,19.47
"railroad",1980,69,3645975,18.92
"rain",1980,2170,3645975,595.18
"rainbow",1980,221,3645975,60.61
"raindrops",1980,35,3645975,9.6
"rainy",1980,101,3645975,27.7
"raise",1980,473,3645975,129.73
"raison",1980,32,3645975,8.78
"ran",1980,298,3645975,81.73
"range",1980,98,3645975,26.88
"rap",1980,287,3645975,78.72
"rape",1980,123,3645975,33.74
"rappers",1980,99,3645975,27.15
"rare",1980,70,3645975,19.2
"rat",1980,148,3645975,40.59
"rate",1980,63,3645975,17.28
"rather",1980,359,3645975,98.46
"rattle",1980,120,3645975,32.91
"raus",1980,17,3645975,4.66
"rave",1980,41,3645975,11.25
"raven",1980,22,3645975,6.03
"raw",1980,84,3645975,23.04
"ray",1980,111,3645975,30.44
"razon",1980,21,3645975,5.76
"razón",1980,41,3645975,11.25
"razor",1980,93,3645975,25.51
"re",1980,280,3645975,76.8
"reach",1980,974,3645975,267.14
"reaction",1980,162,3645975,44.43
"read",1980,724,3645975,198.58
"ready",1980,1295,3645975,355.19
"real",1980,1732,3645975,475.04
"realidad",1980,50,3645975,13.71
"realise",1980,109,3645975,29.9
"reality",1980,265,3645975,72.68
"realize",1980,438,3645975,120.13
"really",1980,2736,3645975,750.42
"realm",1980,29,3645975,7.95
"reap",1980,61,3645975,16.73
"rearrange",1980,67,3645975,18.38
"reason",1980,1260,3645975,345.59
"rebel",1980,157,3645975,43.06
"reborn",1980,38,3645975,10.42
"recall",1980,149,3645975,40.87
"receive",1980,107,3645975,29.35
"reckless",1980,85,3645975,23.31
"recognize",1980,80,3645975,21.94
"record",1980,465,3645975,127.54
"recordar",1980,24,3645975,6.58
"recuerdo",1980,57,3645975,15.63
"red",1980,1252,3645975,343.39
"redeemed",1980,42,3645975,11.52
"redemption",1980,18,3645975,4.94
"reel",1980,70,3645975,19.2
"ref",1980,25,3645975,6.86
"reflection",1980,196,3645975,53.76
"refrain",1980,208,3645975,57.05
"refuse",1980,212,3645975,58.15
"regard",1980,145,3645975,39.77
"reggae",1980,152,3645975,41.69
"regret",1980,252,3645975,69.12
"reign",1980,119,3645975,32.64
"rein",1980,55,3645975,15.09
"reject",1980,56,3645975,15.36
"rejoice",1980,50,3645975,13.71
"relate",1980,92,3645975,25.23
"relax",1980,162,3645975,44.43
"release",1980,235,3645975,64.45
"rely",1980,45,3645975,12.34
"relief",1980,52,3645975,14.26
"relieve",1980,39,3645975,10.7
"religion",1980,206,3645975,56.5
"remain",1980,357,3645975,97.92
"remedy",1980,14,3645975,3.84
"remember",1980,2015,3645975,552.66
"remind",1980,200,3645975,54.86
"remorse",1980,35,3645975,9.6
"remove",1980,53,3645975,14.54
"rendezvous",1980,47,3645975,12.89
"rent",1980,83,3645975,22.76
"repeat",1980,727,3645975,199.4
"repent",1980,84,3645975,23.04
"replace",1980,95,3645975,26.06
"reply",1980,89,3645975,24.41
"represent",1980,29,3645975,7.95
"reputation",1980,47,3645975,12.89
"request",1980,36,3645975,9.87
"rescue",1980,113,3645975,30.99
"resist",1980,243,3645975,66.65
"respect",1980,192,3645975,52.66
"respirar",1980,34,3645975,9.33
"responsible",1980,41,3645975,11.25
"rest",1980,782,3645975,214.48
"restless",1980,171,3645975,46.9
"resto",1980,28,3645975,7.68
"restore",1980,27,3645975,7.41
"resurrection",1980,38,3645975,10.42
